68.978349,11.96302745
58.33743622,48.8561464
45.8181588,64.98565728
84.07637056,70.20531344
18.11272682,73.83380511
77.24659067,28.88313824
83.2256649,76.05356591
87.17111258,62.94995618
53.43644328,2.984703414
50.02869084,65.99268435
93.30952709,37.37463207
55.05608306,72.50478272
60.70714477,12.24879045
0.571487832,7.019583945
41.66715884,14.55381236
48.47893472,36.48141381
43.35509221,94.75285657
86.77823529,26.60996336
98.99055297,56.89615262
86.13057646,55.58264251
85.54268004,38.20408895
15.46529622,85.54807171
26.9232048,97.34351408
39.69037424,52.58433935
35.7171001,58.12045278
82.42007516,43.47971072
3.653689421,57.06642029
82.11081089,20.89670331
99.10983043,46.42495983
47.1057129,65.40859227
62.43045668,3.515091964
4.379963576,74.18669847
65.07895217,70.03494077
57.30163109,77.66221713
39.34657683,51.74234562
23.89141636,79.1003992
85.91473099,30.0055896
24.18284264,16.80976711
28.51601474,81.8496869
99.11160664,71.74310034
99.94099308,28.50042825
33.77861585,40.46351862
34.6368346,55.63307969
96.80261375,79.0009292
6.779023364,36.95408161
4.402525055,51.84284651
59.56619876,6.490565542
36.28786897,83.75527804
16.50065021,59.9931837
23.4495228,5.769326496
